,Step,HORSE penalty,CONOP penalty,Spearmans rho of horizon,Spearmans rho p-value of horizon,Kendalls tau of horizon,Kendalls tau p-value of horizon,Kruskal s^2 of horizon,Spearmans rho of event,Spearmans rho p-value of event,Kendalls tau of event,Kendalls tau p-value of event,Kruskal s^2 of event
318,319,811.0,1784.0,0.9975531231213358,0.0,0.9671261937988286,0.0,0.00457914263434215,0.9989598124658625,0.0,0.9764647359666714,0.0,0.002013312430834612
319,320,807.0,1795.0,0.9976999396614804,0.0,0.9684667842755207,0.0,0.004295986738356833,0.9991469144987788,0.0,0.9777513206467122,0.0,0.0016622368033910179
320,321,807.0,1795.0,0.9976999396614804,0.0,0.9684667842755207,0.0,0.004295986738356833,0.9991469144987788,0.0,0.9777513206467122,0.0,0.0016622368033910179
321,322,806.0,1795.0,0.9975960371510041,0.0,0.9685660872737942,0.0,0.004412912636264244,0.9990086260797656,0.0,0.9773370897582556,0.0,0.0019186462703540289
322,323,806.0,1788.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989284177744086,0.0,0.976516857734093,0.0,0.002071371606854691
323,324,806.0,1788.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989284177744086,0.0,0.976516857734093,0.0,0.002071371606854691
324,325,806.0,1788.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989284177744086,0.0,0.976516857734093,0.0,0.002071371606854691
325,326,806.0,1788.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989284177744086,0.0,0.976516857734093,0.0,0.002071371606854691
326,327,806.0,1788.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989284177744086,0.0,0.976516857734093,0.0,0.002071371606854691
327,328,806.0,1783.0,0.9977336214772384,0.0,0.9679747830568021,0.0,0.004274933729768883,0.9990148504938147,0.0,0.9772694229023046,0.0,0.001910448706566609
328,329,802.0,1787.0,0.9970142306639606,0.0,0.9666627798068856,0.0,0.0053486034553239,0.9988457558781692,0.0,0.9765360604905116,0.0,0.0022010800156542208
329,330,802.0,1780.0,0.9969681553339629,0.0,0.9664491279015094,0.0,0.00542717973730508,0.998730801475436,0.0,0.9756938824590137,0.0,0.0024120785317706672
330,331,802.0,1780.0,0.9969681553339629,0.0,0.9664491279015094,0.0,0.00542717973730508,0.998730801475436,0.0,0.9756938824590137,0.0,0.0024120785317706672
331,332,801.0,1777.0,0.9977865946926442,0.0,0.9680635539188951,0.0,0.004161667043236971,0.999091289286684,0.0,0.977573923754084,0.0,0.0017681643559891887
332,333,801.0,1777.0,0.9977865946926442,0.0,0.9680635539188951,0.0,0.004161667043236971,0.999091289286684,0.0,0.977573923754084,0.0,0.0017681643559891887
333,334,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.998952543440738,0.0,0.9760285590708793,0.0,0.002030592927867279
334,335,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.998952543440738,0.0,0.9760285590708793,0.0,0.002030592927867279
335,336,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.998952543440738,0.0,0.9760285590708793,0.0,0.002030592927867279
336,337,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.998952543440738,0.0,0.9760285590708793,0.0,0.002030592927867279
337,338,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.998952543440738,0.0,0.9760285590708793,0.0,0.002030592927867279
338,339,799.0,1775.0,0.9977826755652892,0.0,0.9679597371479728,0.0,0.004186677995674109,0.9989810939590007,0.0,0.9768222730028449,0.0,0.001974903058600053
339,340,800.0,1774.0,0.997571568188612,0.0,0.9671788544797313,0.0,0.0045566527934091244,0.9990113103501325,0.0,0.9771459766110427,0.0,0.0019207184286503573
340,341,799.0,1774.0,0.9972562485327474,0.0,0.9666718073521834,0.0,0.0050460832314072855,0.998939297719875,0.0,0.9757441753924907,0.0,0.0020602848875256926
341,342,799.0,1774.0,0.9972562485327474,0.0,0.9666718073521834,0.0,0.0050460832314072855,0.998939297719875,0.0,0.9757441753924907,0.0,0.0020602848875256926
342,343,799.0,1770.0,0.9977931579172128,0.0,0.9678814984220603,0.0,0.004181634872228041,0.9988994884699467,0.0,0.9760623924988546,0.0,0.002134752332341723
343,344,799.0,1772.0,0.9975642360738498,0.0,0.968060544737129,0.0,0.004489328326647107,0.9989464920363027,0.0,0.9763065418304616,0.0,0.0020435306275229386
344,345,799.0,1772.0,0.9975642360738498,0.0,0.968060544737129,0.0,0.004489328326647107,0.9989464920363027,0.0,0.9763065418304616,0.0,0.0020435306275229386
345,346,799.0,1772.0,0.9975642360738498,0.0,0.968060544737129,0.0,0.004489328326647107,0.9989464920363027,0.0,0.9763065418304616,0.0,0.0020435306275229386
346,347,799.0,1766.0,0.9972475916035864,0.0,0.9678258285593917,0.0,0.004948429961353983,0.998895572161423,0.0,0.9759325452887866,0.0,0.002143835626400574
347,348,799.0,1766.0,0.9972475916035864,0.0,0.9678258285593917,0.0,0.004948429961353983,0.998895572161423,0.0,0.9759325452887866,0.0,0.002143835626400574
348,349,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987671597078467,0.0,0.9756472471934258,0.0,0.0023726106894491465
349,350,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987671597078467,0.0,0.9756472471934258,0.0,0.0023726106894491465
350,351,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987671597078467,0.0,0.9756472471934258,0.0,0.0023726106894491465
351,352,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987671597078467,0.0,0.9756472471934258,0.0,0.0023726106894491465
352,353,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987671597078467,0.0,0.9756472471934258,0.0,0.0023726106894491465
353,354,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987671597078467,0.0,0.9756472471934258,0.0,0.0023726106894491465
354,355,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987671597078467,0.0,0.9756472471934258,0.0,0.0023726106894491465
355,356,799.0,1775.0,0.9977719442920802,0.0,0.9679115902397188,0.0,0.004196563200748988,0.9990437627594507,0.0,0.9775803246728901,0.0,0.0018578507090036387
356,357,799.0,1775.0,0.9977719442920802,0.0,0.9679115902397188,0.0,0.004196563200748988,0.9990437627594507,0.0,0.9775803246728901,0.0,0.0018578507090036387
357,358,799.0,1777.0,0.9979295640160276,0.0,0.9679206177850166,0.0,0.003942663133854317,0.9989431550478486,0.0,0.976451934129059,0.0,0.0020500289715349586
358,359,799.0,1769.0,0.9979682104285408,0.0,0.9683554445501837,0.0,0.003863296304418305,0.9989232943306272,0.0,0.9761382891075565,0.0,0.0020864809790713474
359,360,799.0,1769.0,0.9979682104285408,0.0,0.9683554445501837,0.0,0.003863296304418305,0.9989232943306272,0.0,0.9761382891075565,0.0,0.0020864809790713474
360,361,799.0,1769.0,0.9979682104285408,0.0,0.9683554445501837,0.0,0.003863296304418305,0.9989232943306272,0.0,0.9761382891075565,0.0,0.0020864809790713474
361,362,799.0,1768.0,0.9982979675189807,0.0,0.9697095763448221,0.0,0.0032739351565986637,0.9989593301360309,0.0,0.9763358031735755,0.0,0.002016201897570599
362,363,799.0,1768.0,0.9982979675189807,0.0,0.9697095763448221,0.0,0.0032739351565986637,0.9989593301360309,0.0,0.9763358031735755,0.0,0.002016201897570599
363,364,799.0,1775.0,0.9979061654151642,0.0,0.9680876273730219,0.0,0.003969033722923213,0.9988485004397649,0.0,0.9758694505176971,0.0,0.002219637280002046
364,365,799.0,1775.0,0.9979061654151642,0.0,0.9680876273730219,0.0,0.003969033722923213,0.9988485004397649,0.0,0.9758694505176971,0.0,0.002219637280002046
365,366,799.0,1779.0,0.9977741182046426,0.0,0.9680951503274366,0.0,0.004196325995227476,0.9989077339508441,0.0,0.9760843385061903,0.0,0.002112932068117522
366,367,799.0,1779.0,0.9977741182046426,0.0,0.9680951503274366,0.0,0.004196325995227476,0.9989077339508441,0.0,0.9760843385061903,0.0,0.002112932068117522
367,368,799.0,1771.0,0.9977510736251637,0.0,0.967624213381079,0.0,0.00425063044121122,0.9988169406027707,0.0,0.9755466613264716,0.0,0.002281216108902083
368,369,799.0,1771.0,0.9977510736251637,0.0,0.967624213381079,0.0,0.00425063044121122,0.9988169406027707,0.0,0.9755466613264716,0.0,0.002281216108902083
369,370,799.0,1771.0,0.9977510736251637,0.0,0.967624213381079,0.0,0.00425063044121122,0.9988169406027707,0.0,0.9755466613264716,0.0,0.002281216108902083
370,371,799.0,1772.0,0.9978104496491981,0.0,0.9681869303712953,0.0,0.00414349089980803,0.9988114855572303,0.0,0.9756161570163672,0.0,0.0022945070716553473
371,372,799.0,1772.0,0.9978104496491981,0.0,0.9681869303712953,0.0,0.00414349089980803,0.9988114855572303,0.0,0.9756161570163672,0.0,0.0022945070716553473
372,373,799.0,1772.0,0.9978104496491981,0.0,0.9681869303712953,0.0,0.00414349089980803,0.9988114855572303,0.0,0.9756161570163672,0.0,0.0022945070716553473
373,374,799.0,1774.0,0.997842834308478,0.0,0.9683148205963445,0.0,0.00408023143115916,0.9988798361506689,0.0,0.9759672931337344,0.0,0.002164474247236988
374,375,799.0,1774.0,0.997842834308478,0.0,0.9683148205963445,0.0,0.00408023143115916,0.9988798361506689,0.0,0.9759672931337344,0.0,0.002164474247236988
375,376,799.0,1774.0,0.997842834308478,0.0,0.9683148205963445,0.0,0.00408023143115916,0.9988798361506689,0.0,0.9759672931337344,0.0,0.002164474247236988
376,377,799.0,1777.0,0.9978622308082243,0.0,0.9679913335565143,0.0,0.004052598635923458,0.9988568796099091,0.0,0.9756609634480103,0.0,0.002210610861985116
377,378,799.0,1759.0,0.9979112019225133,0.0,0.9675715527001765,0.0,0.003981907889495993,0.9988290801106506,0.0,0.9752668497329444,0.0,0.0022642591345015113
378,379,799.0,1765.0,0.9978590197236378,0.0,0.9676317363354937,0.0,0.004070125780826256,0.9989258186981695,0.0,0.9763659789336618,0.0,0.002079224098571743
379,380,799.0,1765.0,0.9978590197236378,0.0,0.9676317363354937,0.0,0.004070125780826256,0.9989258186981695,0.0,0.9763659789336618,0.0,0.002079224098571743
380,381,799.0,1757.0,0.9976475804519128,0.0,0.966965202574355,0.0,0.0044393218068074745,0.9988930989103576,0.0,0.9761209151850827,0.0,0.002144269409797575
381,382,799.0,1757.0,0.9976475804519128,0.0,0.966965202574355,0.0,0.0044393218068074745,0.9988930989103576,0.0,0.9761209151850827,0.0,0.002144269409797575
382,383,799.0,1757.0,0.9976475804519128,0.0,0.966965202574355,0.0,0.0044393218068074745,0.9988930989103576,0.0,0.9761209151850827,0.0,0.002144269409797575
383,384,799.0,1760.0,0.9975373857644905,0.0,0.9669531658472915,0.0,0.004609128258928853,0.9988188161842624,0.0,0.9750080697297806,0.0,0.0022845477034937937
384,385,799.0,1760.0,0.9975373857644905,0.0,0.9669531658472915,0.0,0.004609128258928853,0.9988188161842624,0.0,0.9750080697297806,0.0,0.0022845477034937937
385,386,799.0,1760.0,0.9975373857644905,0.0,0.9669531658472915,0.0,0.004609128258928853,0.9988188161842624,0.0,0.9750080697297806,0.0,0.0022845477034937937
386,387,799.0,1764.0,0.9975569454459686,0.0,0.9666266696256954,0.0,0.004592215252626584,0.9987841094072533,0.0,0.9748270151692633,0.0,0.002350324921419291
387,388,799.0,1757.0,0.9978433874668908,0.0,0.9680123978288753,0.0,0.004066973421829852,0.9988174412821068,0.0,0.9751406601907657,0.0,0.0022878288091317395
388,389,799.0,1757.0,0.9978433874668908,0.0,0.9680123978288753,0.0,0.004066973421829852,0.9988174412821068,0.0,0.9751406601907657,0.0,0.0022878288091317395
389,390,799.0,1757.0,0.9978433874668908,0.0,0.9680123978288753,0.0,0.004066973421829852,0.9988174412821068,0.0,0.9751406601907657,0.0,0.0022878288091317395
390,391,799.0,1760.0,0.9976297410930987,0.0,0.9669095327116864,0.0,0.004456233650403657,0.9989128888509189,0.0,0.9758822523553096,0.0,0.002108669043798789
391,392,799.0,1770.0,0.9977866942611586,0.0,0.9676482868352059,0.0,0.004174520584141437,0.9988781846952675,0.0,0.9759554057130944,0.0,0.002169651721598107
392,393,799.0,1754.0,0.9976712252082698,0.0,0.9671292029805946,0.0,0.004377344071147991,0.9987962987209309,0.0,0.9751781512866304,0.0,0.002322606340018456
393,394,799.0,1755.0,0.9973746769831449,0.0,0.966039879181352,0.0,0.004907815840672848,0.9988310723425636,0.0,0.9754698503007976,0.0,0.0022610356602948507
394,395,799.0,1755.0,0.9973746769831449,0.0,0.966039879181352,0.0,0.004907815840672848,0.9988310723425636,0.0,0.9754698503007976,0.0,0.0022610356602948507
395,396,799.0,1755.0,0.9973746769831449,0.0,0.966039879181352,0.0,0.004907815840672848,0.9988310723425636,0.0,0.9754698503007976,0.0,0.0022610356602948507
396,397,799.0,1755.0,0.9973746769831449,0.0,0.966039879181352,0.0,0.004907815840672848,0.9988310723425636,0.0,0.9754698503007976,0.0,0.0022610356602948507
397,398,799.0,1756.0,0.9975857843598221,0.0,0.9670584872090966,0.0,0.004531520835405629,0.9988205082707097,0.0,0.9753107417476155,0.0,0.002279343014900562
398,399,799.0,1756.0,0.9975857843598221,0.0,0.9670584872090966,0.0,0.004531520835405629,0.9988205082707097,0.0,0.9753107417476155,0.0,0.002279343014900562
399,400,799.0,1762.0,0.997665372792262,0.0,0.9665770181265585,0.0,0.004422969238848992,0.998852078593135,0.0,0.9755036837287729,0.0,0.0022211710968696955
